Unnamed: 0,id,y,year,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,Discomfort,discom,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,address,capa,home_rank,away_rank,forme,roofcover,mobilization,home_lat,home_long,away_lat,away_long,distance_km,timezone,MONTH,WEEK,tv_num,WEATHER,match_num,week_timezone,month_timezone,train,roofcover_1,capa_bining,distance_km2,rep_count,阿部　勇樹,遠藤　保仁,柿谷　曜一朗,駒野　友一,権田　修一,原口　元気,今野　泰幸,佐藤　寿人,山口　蛍,柴崎　岳,森重　真人,森脇　良太,水本　裕貴,西川　周作,青山　敏弘,前田　遼一,大久保　嘉人,大迫　勇也,谷口　博之,中村　憲剛,南野　拓実,柏木　陽介,豊田　陽平,槙野　智章,林　卓人,齋藤　学,髙萩　洋次郎,rep_away,rep_home,referee_rate,referee_rank,season_ticket,season_ticket_rate
401,14395,6740,2012,Ｊ２,第９節第１日,04/22(日),16:03,松本山雅ＦＣ,ジェフユナイテッド千葉,松本平広域公園総合球技場,スカパー／ｅ２／スカパー光,1,0,雨,9.6,79%,50,1,吉田　寿光,松本山雅ＦＣ,野澤　洋輔,飯田　真輝,飯尾　和也,多々良　敦斗,喜山　康平,小松　憲太,玉林　睦実,鐡戸　裕史,船山　貴之,塩沢　勝吾,弦巻　健人,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,大岩　一貴,レジナルド,兵働　昭弘,伊藤　大介,佐藤　健太郎,藤田　祥史,深井　正樹,長野県松本市神林5300,20396,16.0,6.0,専用,12.1,0.33046,36.179582,137.916485,35.57696,140.125569,210.3864967,<function timezone at 0x000001CC36D28280>,4,日,3,雨,9,日noon,4noon,1,"(5, 73]","(20000, 30000]","(100, 300]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460526316,1,5823.208238,0.611
402,14396,2003,2012,Ｊ２,第９節第１日,04/22(日),16:04,カターレ富山,大分トリニータ,富山県総合運動公園陸上競技場,スカパー／ｅ２／スカパー光,2,3,雨のち曇,17.0,60%,62,3,日高　晴樹,カターレ富山,鶴田　達也,吉井　直人,福田　俊介,池端　陽介,吉川　拓也,加藤　弘堅,大西　容平,ソ　ヨンドク,谷田　悠介,苔口　卓也,西川　優大,大分トリニータ,清水　圭介,作田　裕次,阪田　章裕,石神　直哉,三平　和司,宮沢　正史,イ　ドンミョン,為田　大貴,小手川　宏基,森島　康仁,高松　大樹,富山県富山市南中田368,25250,19.0,8.0,陸上,10.0,0.07933,36.624048,137.197171,33.200786,131.6575,632.6597403,<function timezone at 0x000001CC36D28280>,4,日,3,雨,9,日noon,4noon,1,"(5, 73]","(20000, 30000]","(500, 1000]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789,4,1299.739857,0.391
403,14397,5851,2012,Ｊ２,第９節第１日,04/22(日),16:03,ファジアーノ岡山,ガイナーレ鳥取,シティライトスタジアム,スカパー／ｅ２／スカパー光,2,0,曇,17.5,73%,63,3,岡　宏道,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,澤口　雅彦,仙石　廉,関戸　健二,田所　諒,金　民均,石原　崇兆,川又　堅碁,ガイナーレ鳥取,小針　清允,奥山　泰裕,戸川　健太,水本　勝成,加藤　秀典,小井手　翔太,実信　憲明,鶴見　聡貴,三浦　旭人,美尾　敦,住田　貴彦,岡山県岡山市北区いずみ町2-1,20000,10.0,19.0,陸上,28.8,0.29255,34.679223,133.91539,35.458273,134.221166,90.81770585,<function timezone at 0x000001CC36D28280>,4,日,3,曇,9,日noon,4noon,1,"(5, 73]","(10000, 20000]","(0, 100]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223684211,3,4655.421571,0.583
404,14398,2103,2012,Ｊ２,第９節第１日,04/22(日),18:04,徳島ヴォルティス,アビスパ福岡,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー／ｅ２／スカパー光,0,4,雨,14.7,84%,58,2,岡部　拓人,徳島ヴォルティス,榎本　達也,花井　聖,大久保　裕樹,三木　隆司,西嶋　弘之,濱田　武,上里　一将,衛藤　裕,徳重　隆明,鈴木　達也,ジオゴ,アビスパ福岡,神山　竜一,和田　拓三,畑本　時央,古賀　正紘,尾亦　弘友希,末吉　隼也,鈴木　惇,城後　寿,成岡　翔,坂田　大輔,高橋　泰,徳島県鳴門市撫養町立岩字四枚61,19637,15.0,13.0,陸上,1.3,0.10709,34.167912,134.615254,33.586139,130.460089,389.775116,<function timezone at 0x000001CC36D28280>,4,日,3,雨,9,日night,4night,1,"(0, 5]","(10000, 20000]","(300, 500]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289473684,2,2621.993143,0.657
405,14399,5036,2012,Ｊ２,第１０節第１日,04/27(金),19:04,モンテディオ山形,栃木ＳＣ,ＮＤソフトスタジアム山形,スカパー／ｅ２（録）／スカパー光,2,1,曇,11.4,81%,53,1,東城　穣,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,石井　秀典,石川　竜也,秋葉　勝,宮阪　政樹,宮沢　克行,山﨑　雅人,萬代　宏樹,中島　裕希,栃木ＳＣ,武田　博行,荒堀　謙次,宇佐美　宏和,チャ　ヨンファン,山形　辰徳,高木　和正,菅　和範,小野寺　達也,菊岡　拓朗,廣瀬　浩二,棗　佑喜,山形県天童市山王1-1,21292,2.0,7.0,陸上,0.0,0.23652,38.337364,140.374318,36.555582,139.98623,200.7119649,<function timezone at 0x000001CC36D28280>,4,金,3,曇,10,金night,4night,1,,"(20000, 30000]","(100, 300]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355263158,1,3714.37119,0.505
406,14400,1447,2012,Ｊ２,第１０節第１日,04/27(金),19:04,ザスパ草津,ギラヴァンツ北九州,正田醤油スタジアム群馬,スカパー／ｅ２（録）／スカパー光,0,2,曇,16.9,87%,62,3,森川　浩次,ザスパ草津,北　一真,小柳　達司,有薗　真吾,御厨　貴文,永田　拓也,後藤　涼,山本　啓人,熊林　親吾,林　勇介,ヘベルチ,金　成勇,ギラヴァンツ北九州,佐藤　優也,関　光博,小森田　友明,キローラン　木鈴,冨士　祐樹,新井　涼平,木村　祐志,竹内　涼,端戸　仁,渡　大生,池元　友樹,群馬県前橋市敷島町66,15135,13.0,12.0,陸上,0.0,0.09561,36.41273,139.05222,33.890298,130.730906,807.8784373,<function timezone at 0x000001CC36D28280>,4,金,3,曇,10,金night,4night,1,,"(10000, 20000]","(500, 1000]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1991.179238,0.596
407,14401,6235,2012,Ｊ２,第１０節第１日,04/27(金),19:03,ジェフユナイテッド千葉,カターレ富山,フクダ電子アリーナ,スカパー／ｅ２／スカパー光,1,1,曇のち雨,17.1,92%,63,3,野田　祐樹,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,大岩　一貴,兵働　昭弘,大塚　翔平,マーク　ミリガン,佐藤　健太郎,深井　正樹,荒田　智之,カターレ富山,飯田　健巳,平出　涼,福田　俊介,池端　陽介,松原　優吉,大西　容平,吉川　拓也,加藤　弘堅,ソ　ヨンドク,苔口　卓也,西川　優大,千葉県千葉市中央区川崎町1-20,18500,10.0,21.0,専用,85.6,0.33703,35.57696,140.125569,36.624048,137.197171,288.1430315,<function timezone at 0x000001CC36D28280>,4,金,3,曇,10,金night,4night,1,"(75, 100]","(10000, 20000]","(100, 300]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263157895,2,6385.065905,0.688
408,14402,3859,2012,Ｊ２,第１０節第１日,04/27(金),19:04,ＦＣ町田ゼルビア,松本山雅ＦＣ,町田市立陸上競技場,スカパー／ｅ２／スカパー光,0,1,雨,16.5,90%,61,3,長谷　拓,ＦＣ町田ゼルビア,修行　智仁,田代　真一,太田　康介,薗田　淳,藤田　泰成,下田　光平,柳崎　祥兵,津田　和樹,庄司　悦大,平本　一樹,北井　佑季,松本山雅ＦＣ,野澤　洋輔,飯田　真輝,飯尾　和也,多々良　敦斗,喜山　康平,小松　憲太,玉林　睦実,鐡戸　裕史,船山　貴之,塩沢　勝吾,弦巻　健人,東京都町田市野津田町2035,10328,18.0,15.0,陸上,20.0,0.37364,35.591981,139.4383,36.179582,137.916485,152.0905653,<function timezone at 0x000001CC36D28280>,4,金,3,雨,10,金night,4night,1,"(5, 73]","(10000, 20000]","(100, 300]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1715.616048,0.473
409,14403,4850,2012,Ｊ２,第１０節第１日,04/27(金),19:04,湘南ベルマーレ,水戸ホーリーホック,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー／ｅ２（録）／スカパー光,1,2,曇,17.6,82%,63,3,岡　宏道,湘南ベルマーレ,阿部　伸行,鎌田　翔雅,遠藤　航,大野　和成,古林　将太,ハン　グギョン,永木　亮太,高山　薫,菊池　大介,古橋　達弥,馬場　賢治,水戸ホーリーホック,本間　幸司,市川　大祐,塩谷　司,尾本　敬,輪湖　直樹,ロメロ　フランク,西岡　謙太,小澤　司,島田　祐輝,橋本　晃司,鈴木　雄斗,神奈川県平塚市大原1-1,15100,1.0,7.0,陸上,4.9,0.32119,35.342075,139.343132,36.345446,140.411495,147.3406501,<function timezone at 0x000001CC36D28280>,4,金,3,曇,10,金night,4night,1,"(0, 5]","(10000, 20000]","(100, 300]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223684211,3,3117.551667,0.455
410,14404,3540,2012,Ｊ２,第１０節第１日,04/27(金),19:04,ＦＣ岐阜,横浜ＦＣ,岐阜メモリアルセンター長良川競技場,スカパー／ｅ２（録）／スカパー光／岐阜放送,0,2,晴,17.9,39%,62,3,小屋　幸栄,ＦＣ岐阜,多田　大介,野田　明弘,田中　秀人,関田　寛士,村上　一樹,李　漢宰,服部　年宏,山﨑　正登,廣田　隆治,井上　平,佐藤　洸一,横浜ＦＣ,シュナイダー　潤之介,ペ　スンジン,森本　良,中野　洋司,阿部　巧,中里　崇宏,佐藤　謙介,武岡　優斗,髙地　系治,田原　豊,大久保　哲哉,岐阜県岐阜市長良福光大野2675-28,20000,19.0,19.0,陸上,45.8,0.177,35.442912,136.763069,35.471264,139.60246,257.763469,<function timezone at 0x000001CC36D28280>,4,金,4,晴,10,金night,4night,1,"(5, 73]","(10000, 20000]","(100, 300]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789,4,1609.897714,0.377
411,14405,5021,2012,Ｊ２,第１０節第１日,04/27(金),19:04,京都サンガF.C.,大分トリニータ,京都市西京極総合運動公園陸上競技場兼球技場,スカパー／ｅ２／スカパー光／ＫＢＳ京都,1,2,晴,16.0,29%,60,2,窪田　陽輔,京都サンガF.C.,水谷　雄一,安藤　淳,秋本　倫孝,染谷　悠太,福村　貴幸,チョン　ウヨン,中村　充孝,工藤　浩平,中山　博貴,宮吉　拓実,原　一樹,大分トリニータ,清水　圭介,作田　裕次,阪田　章裕,石神　直哉,三平　和司,宮沢　正史,イ　ドンミョン,為田　大貴,小手川　宏基,森島　康仁,高松　大樹,京都府京都市右京区西京極新明町29,20588,3.0,5.0,陸上,0.0,0.24388,34.993338,135.715575,33.200786,131.6575,423.9387114,<function timezone at 0x000001CC36D28280>,4,金,4,晴,10,金night,4night,1,,"(20000, 30000]","(300, 500]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131578947,4,3229.190857,0.444
412,14406,2710,2012,Ｊ２,第１０節第１日,04/27(金),19:04,徳島ヴォルティス,ヴァンフォーレ甲府,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー／ｅ２／スカパー光,0,2,晴,17.8,36%,62,3,家本　政明,徳島ヴォルティス,榎本　達也,西嶋　弘之,大久保　裕樹,三木　隆司,那須川　将大,花井　聖,斉藤　大介,衛藤　裕,鈴木　達也,キム　ジョンミン,ジオゴ,ヴァンフォーレ甲府,荻　晃太,福田　健介,ドウグラス,山本　英臣,佐々木　翔,柏　好文,伊東　輝悦,井澤　惇,ピンバ,永里　源気,ダヴィ,徳島県鳴門市撫養町立岩字四枚61,19637,16.0,4.0,陸上,1.3,0.138,34.167912,134.615254,35.624201,138.584328,397.0907286,<function timezone at 0x000001CC36D28280>,4,金,3,晴,10,金night,4night,1,"(0, 5]","(10000, 20000]","(300, 500]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394736842,1,2621.993143,0.657
413,14407,3262,2012,Ｊ２,第１０節第１日,04/27(金),19:03,アビスパ福岡,東京ヴェルディ,レベルファイブスタジアム,スカパー／ｅ２／スカパー光／テレビ西日本（録）,1,3,晴,14.9,67%,59,2,村上　伸次,アビスパ福岡,神山　竜一,和田　拓三,畑本　時央,古賀　正紘,尾亦　弘友希,末吉　隼也,鈴木　惇,城後　寿,成岡　翔,坂田　大輔,高橋　泰,東京ヴェルディ,柴崎　貴広,森　勇介,土屋　征夫,深津　康太,高橋　祥平,西　紀寛,梶川　諒太,和田　拓也,飯尾　一慶,ジョジマール,阿部　拓馬,福岡県福岡市博多区東平尾公園2-1-1,22563,10.0,5.0,専用,71.3,0.14457,33.586139,130.460089,35.663902,139.525096,862.2716501,<function timezone at 0x000001CC36D28280>,4,金,4,晴,10,金night,4night,1,"(5, 73]","(20000, 30000]","(500, 1000]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447368421,1,2513.764286,0.45
414,14408,3198,2012,Ｊ２,第１０節第１日,04/27(金),19:03,ロアッソ熊本,ファジアーノ岡山,うまかな・よかなスタジアム,スカパー／ｅ２（録）／スカパー光,0,0,晴,17.8,53%,62,3,吉田　寿光,ロアッソ熊本,南　雄太,筑城　和人,吉井　孝輔,廣井　友信,藏川　洋平,養父　雄仁,原田　拓,片山　奨典,齊藤　和樹,白谷　建人,崔　根植,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,澤口　雅彦,仙石　廉,千明　聖典,田所　諒,金　民均,岡﨑　和也,中野　裕太,熊本県熊本市東区平山町2776,32000,16.0,7.0,陸上,55.9,0.09994,32.837386,130.79946,34.679223,133.91539,353.6199021,<function timezone at 0x000001CC36D28280>,4,金,3,晴,10,金night,4night,1,"(5, 73]","(30000, 40000]","(300, 500]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460526316,1,3073.9,0.525
415,14409,2245,2012,Ｊ２,第１０節第１日,04/27(金),19:33,ガイナーレ鳥取,愛媛ＦＣ,とりぎんバードスタジアム,スカパー／ｅ２（録）／スカパー光,1,4,晴,15.8,50%,60,2,吉田　哲朗,ガイナーレ鳥取,小針　清允,三浦　修,戸川　健太,水本　勝成,三浦　旭人,美尾　敦,森　英次郎,実信　憲明,加藤　秀典,小井手　翔太,福井　理人,愛媛ＦＣ,秋元　陽太,関根　永悟,園田　拓也,浦田　延尚,内田　健太,村上　巧,トミッチ,赤井　秀一,東　浩史,前野　貴徳,有田　光希,鳥取県鳥取市蔵田423,16033,21.0,13.0,専用,9.7,0.14002,35.458273,134.221166,33.768536,132.794947,228.5693175,<function timezone at 0x000001CC36D28280>,4,金,3,晴,10,金night,4night,1,"(5, 73]","(10000, 20000]","(100, 300]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236842105,3,1719.834,0.549
416,14410,4222,2012,Ｊ２,第１１節第１日,04/30(月・休),13:04,水戸ホーリーホック,徳島ヴォルティス,ケーズデンキスタジアム水戸,スカパー／ｅ２／スカパー光,2,1,曇,22.7,71%,70,3,飯田　淳平,水戸ホーリーホック,本間　幸司,市川　大祐,加藤　広樹,塩谷　司,輪湖　直樹,西岡　謙太,ロメロ　フランク,小澤　司,島田　祐輝,橋本　晃司,鈴木　隆行,徳島ヴォルティス,オ　スンフン,西嶋　弘之,大久保　裕樹,三木　隆司,那須川　将大,花井　聖,斉藤　大介,衛藤　裕,鈴木　達也,キム　ジョンミン,ジオゴ,茨城県水戸市小吹町2058-1,12000,6.0,18.0,陸上,41.5,0.35183,36.345446,140.411495,34.167912,134.615254,580.0230337,<function timezone at 0x000001CC36D28280>,4,月,3,曇,11,月noon,4noon,1,"(5, 73]","(10000, 20000]","(500, 1000]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342105263,1,1597.107714,0.402
417,14411,3827,2012,Ｊ２,第１１節第１日,04/30(月・休),13:03,栃木ＳＣ,ガイナーレ鳥取,栃木県グリーンスタジアム,スカパー／ｅ２（録）／スカパー光,0,1,曇,23.8,64%,72,3,上田　益也,栃木ＳＣ,武田　博行,荒堀　謙次,宇佐美　宏和,チャ　ヨンファン,山形　辰徳,高木　和正,菅　和範,パウリーニョ,菊岡　拓朗,廣瀬　浩二,棗　佑喜,ガイナーレ鳥取,小針　清允,尾崎　瑛一郎,戸川　健太,水本　勝成,三浦　旭人,小井手　翔太,実信　憲明,美尾　敦,奥山　泰裕,岡野　雅行,ケニー　クニンガム,栃木県宇都宮市清原工業団地32,15589,10.0,22.0,専用,4.6,0.24549,36.555582,139.98623,35.458273,134.221166,533.7308739,<function timezone at 0x000001CC36D28280>,4,月,3,曇,11,月noon,4noon,1,"(0, 5]","(10000, 20000]","(500, 1000]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1940.616,0.504
418,14412,7118,2012,Ｊ２,第１１節第１日,04/30(月・休),13:04,横浜ＦＣ,ＦＣ町田ゼルビア,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,2,4,曇,22.9,51%,69,3,大西　弘幸,横浜ＦＣ,シュナイダー　潤之介,ペ　スンジン,森本　良,中野　洋司,阿部　巧,佐藤　謙介,中里　崇宏,小野瀬　康介,髙地　系治,田原　豊,大久保　哲哉,ＦＣ町田ゼルビア,修行　智仁,三鬼　海,田代　真一,津田　和樹,藤田　泰成,庄司　悦大,コリン　マーシャル,下田　光平,鈴木　崇文,平本　一樹,鈴木　孝司,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,16.0,19.0,専用,0.0,0.46059,35.471264,139.60246,35.591981,139.4383,20.02621915,<function timezone at 0x000001CC36D28280>,4,月,4,曇,11,月noon,4noon,1,,"(10000, 20000]","(0, 100]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236842105,3,3496.332857,0.579
419,14413,12595,2012,Ｊ２,第１１節第１日,04/30(月・休),13:06,大分トリニータ,ロアッソ熊本,大分銀行ドーム,スカパー／ｅ２／スカパー光,0,0,屋内,18.1,77%,64,3,廣瀬　格,大分トリニータ,清水　圭介,作田　裕次,阪田　章裕,石神　直哉,三平　和司,宮沢　正史,イ　ドンミョン,為田　大貴,木島　悠,森島　康仁,高松　大樹,ロアッソ熊本,南　雄太,筑城　和人,吉井　孝輔,廣井　友信,市村　篤司,藏川　洋平,原田　拓,片山　奨典,五領　淳樹,齊藤　和樹,崔　根植,大分県大分市大字横尾1351,40000,4.0,16.0,陸上,100.0,0.31488,33.200786,131.6575,32.837386,130.79946,89.729329,<function timezone at 0x000001CC36D28280>,4,月,3,晴,11,月noon,4noon,1,"(75, 100]","(30000, 40000]","(0, 100]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289473684,2,7290.5,0.75
420,14414,3520,2012,Ｊ２,第１１節第１日,04/30(月・休),14:03,愛媛ＦＣ,湘南ベルマーレ,ニンジニアスタジアム,スカパー／ｅ２／スカパー光／あいテレビ,2,1,曇時々雨,17.8,82%,63,3,村上　伸次,愛媛ＦＣ,秋元　陽太,関根　永悟,園田　拓也,浦田　延尚,内田　健太,村上　巧,田森　大己,赤井　秀一,東　浩史,前野　貴徳,有田　光希,湘南ベルマーレ,金　永基,島村　毅,遠藤　航,大野　和成,古林　将太,ハン　グギョン,永木　亮太,宮崎　泰右,菊池　大介,高山　薫,坂本　紘司,愛媛県松山市上野町乙46,15576,10.0,1.0,陸上,0.5,0.22599,33.768536,132.794947,35.342075,139.343132,625.6793588,<function timezone at 0x000001CC36D28280>,4,月,4,曇,11,月noon,4noon,1,"(0, 5]","(10000, 20000]","(500, 1000]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447368421,1,1255.50219,0.346
421,14415,12154,2012,Ｊ２,第１１節第１日,04/30(月・休),15:04,松本山雅ＦＣ,京都サンガF.C.,松本平広域公園総合球技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／長野朝日放送,0,0,曇,21.6,41%,67,3,池内　明彦,松本山雅ＦＣ,野澤　洋輔,飯田　真輝,飯尾　和也,多々良　敦斗,喜山　康平,小松　憲太,玉林　睦実,鐡戸　裕史,船山　貴之,塩沢　勝吾,弦巻　健人,京都サンガF.C.,水谷　雄一,安藤　淳,秋本　倫孝,染谷　悠太,福村　貴幸,工藤　浩平,チョン　ウヨン,中村　充孝,中山　博貴,原　一樹,宮吉　拓実,長野県松本市神林5300,20396,14.0,6.0,専用,12.1,0.5959,36.179582,137.916485,34.993338,135.715575,238.9703552,<function timezone at 0x000001CC36D28280>,4,月,5,曇,11,月noon,4noon,1,"(5, 73]","(20000, 30000]","(100, 300]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,4,5823.208238,0.611
422,14416,2112,2012,Ｊ２,第１１節第１日,04/30(月・休),15:03,ギラヴァンツ北九州,ジェフユナイテッド千葉,北九州市立本城陸上競技場,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光,1,2,雨,16.5,93%,62,3,山内　宏志,ギラヴァンツ北九州,佐藤　優也,関　光博,宮本　亨,登尾　顕徳,冨士　祐樹,新井　涼平,木村　祐志,竹内　涼,端戸　仁,渡　大生,池元　友樹,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,大岩　一貴,兵働　昭弘,伊藤　大介,マーク　ミリガン,田中　佑昌,大塚　翔平,藤田　祥史,福岡県北九州市八幡西区御開4-16-1,10202,8.0,10.0,陸上,0.0,0.20702,33.890298,130.730906,35.57696,140.125569,880.1217113,<function timezone at 0x000001CC36D28280>,4,月,3,雨,11,月noon,4noon,1,,"(10000, 20000]","(500, 1000]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,3,1017.29981,0.304
423,14417,10070,2012,Ｊ２,第１１節第１日,04/30(月・休),16:04,ヴァンフォーレ甲府,アビスパ福岡,山梨中銀スタジアム,スカパー／ｅ２／スカパー光,1,1,曇,23.1,41%,69,3,福島　孝一郎,ヴァンフォーレ甲府,荻　晃太,福田　健介,ドウグラス,山本　英臣,佐々木　翔,片桐　淳至,保坂　一成,崔　誠根,ピンバ,永里　源気,ダヴィ,アビスパ福岡,神山　竜一,和田　拓三,畑本　時央,古賀　正紘,尾亦　弘友希,末吉　隼也,鈴木　惇,城後　寿,成岡　翔,坂田　大輔,高橋　泰,山梨県甲府市小瀬町840,17000,3.0,13.0,陸上,4.0,0.59235,35.624201,138.584328,33.586139,130.460089,778.4498888,<function timezone at 0x000001CC36D28280>,4,月,3,曇,11,月noon,4noon,1,"(0, 5]","(10000, 20000]","(500, 1000]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236842105,3,7066.094333,0.679
424,14418,3466,2012,Ｊ２,第１１節第１日,04/30(月・休),16:04,カターレ富山,ＦＣ岐阜,富山県総合運動公園陸上競技場,スカパー／ｅ２／スカパー光,1,0,曇,23.8,47%,70,3,岡部　拓人,カターレ富山,飯田　健巳,平出　涼,福田　俊介,池端　陽介,松原　優吉,吉川　拓也,大西　容平,ソ　ヨンドク,加藤　弘堅,西川　優大,苔口　卓也,ＦＣ岐阜,多田　大介,野田　明弘,田中　秀人,関田　寛士,村上　一樹,廣田　隆治,服部　年宏,李　漢宰,染矢　一樹,井上　平,佐藤　洸一,富山県富山市南中田368,25250,20.0,20.0,陸上,10.0,0.13727,36.624048,137.197171,35.442912,136.763069,136.77291,<function timezone at 0x000001CC36D28280>,4,月,3,曇,11,月noon,4noon,1,"(5, 73]","(20000, 30000]","(100, 300]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289473684,2,1299.739857,0.391
425,14419,7139,2012,Ｊ２,第１１節第１日,04/30(月・休),16:03,ファジアーノ岡山,ザスパ草津,シティライトスタジアム,スカパー／ｅ２／スカパー光,2,1,雨,20.6,74%,67,3,日高　晴樹,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,澤口　雅彦,仙石　廉,千明　聖典,服部　公太,金　民均,関戸　健二,川又　堅碁,ザスパ草津,北　一真,保﨑　淳,小柳　達司,御厨　貴文,永田　拓也,林　勇介,松下　裕樹,櫻田　和樹,熊林　親吾,リンコン,小林　竜樹,岡山県岡山市北区いずみ町2-1,20000,8.0,15.0,陸上,28.8,0.35695,34.679223,133.91539,36.41273,139.05222,503.8519983,<function timezone at 0x000001CC36D28280>,4,月,3,雨,11,月noon,4noon,1,"(5, 73]","(10000, 20000]","(500, 1000]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789,4,4655.421571,0.583
426,14420,6114,2012,Ｊ２,第１１節第１日,04/30(月・休),17:04,東京ヴェルディ,モンテディオ山形,味の素スタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,0,2,曇,21.6,63%,68,3,高山　啓義,東京ヴェルディ,柴崎　貴広,森　勇介,土屋　征夫,深津　康太,中谷　勇介,西　紀寛,梶川　諒太,和田　拓也,小池　純輝,ジョジマール,阿部　拓馬,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,石井　秀典,石川　竜也,秋葉　勝,宮阪　政樹,宮沢　克行,山﨑　雅人,萬代　宏樹,中島　裕希,東京都調布市西町376-3,49970,4.0,2.0,陸上,77.4,0.12235,35.663902,139.525096,38.337364,140.374318,306.1678499,<function timezone at 0x000001CC36D28280>,4,月,4,曇,11,月noon,4noon,1,"(75, 100]","(40000, 50000]","(300, 500]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236842105,3,2894.744571,0.542
